idx,num,MSE
-1.00,1,0.0023776091177779403
-1.00,2,0.0023800638551574075
-1.00,3,0.002377168733149189
-1.00,4,0.0023814738724536313
-1.00,5,0.002377054187557532
-1.00,6,0.0023800718537777443
-1.00,7,0.002379089269108926
-1.00,8,0.0023840358691703686
-1.00,9,0.0023729553552031884
-1.00,10,0.0023807870572747024
-1.00,11,0.002375288276766194
-1.00,12,0.00237879154642479
-1.00,13,0.0023734752230950384
-1.00,14,0.0023771791158214224
-1.00,15,0.0023769601392317355
-1.00,16,0.0023743954610231334
-1.00,17,0.0023748718310907697
-1.00,18,0.002384924135944309
-1.00,19,0.002376338377426087
-1.00,20,0.0023831479502806115
-1.00,21,0.002379144998947103
-1.00,22,0.002371535354922285
-1.00,23,0.0023820131131013877
-1.00,24,0.0023805987347280968
-1.00,25,0.0023773551238818356
-1.00,26,0.002380043871032389
-1.00,27,0.0023761034814219597
-1.00,28,0.0023827223868413835
-1.00,29,0.00237903316514296
-1.00,30,0.0023894158082443224
-1.00,31,0.0023728043738702586
-1.00,32,0.0023816712125361308
-1.00,33,0.0023805242946035705
-1.00,34,0.002376952697636468
-1.00,35,0.002381725585404941
-1.00,36,0.0023752960808530402
-1.00,37,0.002376165235866817
-1.00,38,0.0023831039301427967
-1.00,39,0.002382126514857054
-1.00,40,0.0023732852222787667
-1.00,41,0.0023798417773111375
-1.00,42,0.0023790776303117965
-1.00,43,0.0023835039292811346
-1.00,44,0.0023804691100919127
-1.00,45,0.002378453138866634
-1.00,46,0.0023768155161163537
-1.00,47,0.0023860050799174672
-1.00,48,0.002374557640212909
-1.00,49,0.002376390699203409
-1.00,50,0.0023726913785085224
-1.00,51,0.002372850574418247
-1.00,52,0.002380704273575256
-1.00,53,0.0023848146610628124
-1.00,54,0.0023807884351313216
-1.00,55,0.002385218753132618
-1.00,56,0.0023825583815881225
-1.00,57,0.0023827241965305164
-1.00,58,0.0023798877145936137
-1.00,59,0.002381885462906504
-1.00,60,0.0023771348972472907
-1.00,61,0.002386487448975585
-1.00,62,0.0023796216305481035
-1.00,63,0.0023791745239338346
-1.00,64,0.0023749752304654485
-1.00,65,0.0023812576405375942
-1.00,66,0.002371390549930794
-1.00,67,0.0023771923819277995
-1.00,68,0.002383696307566766
-1.00,69,0.002379645025208305
-1.00,70,0.002371336267175642
-1.00,71,0.0023818200369793456
-1.00,72,0.002369594247139316
-1.00,73,0.002385356710544393
-1.00,74,0.002369340144218128
-1.00,75,0.002383821587131898
-1.00,76,0.0023781013004253067
-1.00,77,0.0023801823567636943
-1.00,78,0.002370874318687592
-1.00,79,0.0023707943850572867
-1.00,80,0.0023757710376118195
-1.00,81,0.002375180677954713
-1.00,82,0.0023784114078595382
-1.00,83,0.002383156327161703
