idx,num,squared_magnitude
-1.00,1,0.012159075927821719
-1.00,2,0.012164999753315926
-1.00,3,0.012174221194966073
-1.00,4,0.012161097457939234
-1.00,5,0.012158168722679313
-1.00,6,0.012158694517408811
-1.00,7,0.012158415460165127
-1.00,8,0.012157382551561985
-1.00,9,0.012156749127425854
-1.00,10,0.012162921917836704
-1.00,11,0.012154127582664846
-1.00,12,0.012160119363709147
-1.00,13,0.01213453763361432
-1.00,14,0.012155546993915496
-1.00,15,0.012148750615546268
-1.00,16,0.012150008347768535
-1.00,17,0.012161883307625548
-1.00,18,0.012163411801159044
-1.00,19,0.01216274375488932
-1.00,20,0.012173311182035748
-1.00,21,0.012162850132157083
-1.00,22,0.012155619035435272
-1.00,23,0.0121582510702203
-1.00,24,0.01217933849094891
-1.00,25,0.012183770215916195
-1.00,26,0.012167582228630671
-1.00,27,0.01214805143283783
-1.00,28,0.0121546231585605
-1.00,29,0.012152869845495675
-1.00,30,0.012167100540106394
-1.00,31,0.012149061011703573
-1.00,32,0.012160205747473443
-1.00,33,0.012160493410914339
-1.00,34,0.012157050501384882
-1.00,35,0.012168951516438632
-1.00,36,0.012149022108719583
-1.00,37,0.01215429895110001
-1.00,38,0.012156880488550485
-1.00,39,0.01216157138585782
-1.00,40,0.012149620086338792
-1.00,41,0.01216222525058761
-1.00,42,0.012156220780746869
-1.00,43,0.012153948724594056
-1.00,44,0.01217555714882803
-1.00,45,0.012148955309182054
-1.00,46,0.012159453424484351
-1.00,47,0.012170325575513749
-1.00,48,0.012156574590455506
-1.00,49,0.012173082840141809
-1.00,50,0.01216315822585842
-1.00,51,0.012159435188595418
-1.00,52,0.012179064431619202
-1.00,53,0.012168531136934871
-1.00,54,0.012159227631773687
-1.00,55,0.012163583852634456
-1.00,56,0.012164067032007892
-1.00,57,0.012152450391536554
-1.00,58,0.01216905715446103
-1.00,59,0.012159124912347264
-1.00,60,0.01215390616746742
-1.00,61,0.012165075170361101
-1.00,62,0.012160441642728982
-1.00,63,0.012161081287844709
-1.00,64,0.012155669445536811
-1.00,65,0.012168262690307192
-1.00,66,0.012130883499814206
-1.00,67,0.012152542508821947
-1.00,68,0.012160869694055955
-1.00,69,0.01215005429200307
-1.00,70,0.012157351837564617
-1.00,71,0.012157957665636047
-1.00,72,0.012129649853718954
-1.00,73,0.012186047256034204
-1.00,74,0.012163338836273498
-1.00,75,0.012162613490105311
-1.00,76,0.01214044686427839
-1.00,77,0.01217069616211214
-1.00,78,0.012163862853838867
-1.00,79,0.012159659493023625
-1.00,80,0.012149545680976962
-1.00,81,0.012154046404841981
-1.00,82,0.012174735981270923
-1.00,83,0.01216449478544389
-1.00,84,0.012162237958037666
-1.00,85,0.012163311888291698
-1.00,86,0.01216639042651306
-1.00,87,0.01215717779544673
-1.00,88,0.012161469214376186
-1.00,89,0.012178064217657117
-1.00,90,0.0121618378120247
-1.00,91,0.012148013755651256
-1.00,92,0.01216338644172625
-1.00,93,0.012151917993406931
-1.00,94,0.01216490285597121
-1.00,95,0.01216746652403329
-1.00,96,0.012175865449779073
-1.00,97,0.012173151880278508
-1.00,98,0.012154776078901072
-1.00,99,0.012159150660979634
-1.00,100,0.012150678321068325
-0.95,1,0.011904813506681657
-0.95,2,0.011925645955415582
-0.95,3,0.011901389832423878
-0.95,4,0.011905361568774676
-0.95,5,0.011906029300305867
-0.95,6,0.011910515806686842
-0.95,7,0.01189889750031529
-0.95,8,0.011907222183398233
